Source;Length
Small site;2,168
Small site;0,415
Small site;0,217
Small site;0,281
Small site;0,517
Small site;0,678
Small site;0,896
Small site;0,088
Small site;0,808
Small site;2,015
Small site;2,514
Small site;2,273
Small site;3,124
Small site;2,165
Small site;0,079
Small site;2,718
Small site;2,365
Small site;3,55
Small site;3,603
Small site;3,604
Small site;3,482
Small site;3,65
Small site;4,355
Small site;1,665
Small site;1,968
Small site;1,93
Small site;2,437
Small site;2,321
Small site;2,171
Small site;3,317
Small site;3,682
Small site;1,58
Small site;1,584
Small site;1,452
Small site;1,854
Small site;1,777
Small site;2,226
Small site;2,136
Small site;2,086
Small site;2,04
Small site;1,948
Small site;1,883
Small site;0,573
Small site;1,896
Small site;1,652
Small site;1,976
Small site;2,065
Small site;1,92
Small site;2,03
Small site;2,019
Small site;1,151
Small site;1,537
Small site;2,059
Small site;2,56
Small site;2,326
Small site;2,189
Small site;2,67
Small site;3,184
Small site;4,103
Small site;4,257
Small site;4,549
Small site;2,411
Small site;1,469
Small site;2,183
Small site;0,079
Small site;0,783
Small site;1,325
Small site;2,779
Small site;2,403
Small site;4,201
Small site;3,613
Small site;3,665
Small site;3,665
Small site;3,537
Small site;4,817
Small site;3,705
Small site;4,42
Small site;1,694
Small site;1,466
Small site;2,013
Small site;1,978
Small site;1,847
Small site;2,485
Small site;2,372
Small site;2,225
Small site;2,348
Small site;2,239
Small site;2,418
Small site;3,74
Small site;2,192
Small site;2,183
Small site;2,068
Small site;1,854
Small site;1,735
Small site;2,208
Small site;2,151
Small site;1,915
Small site;2,128
Small site;1,983
Small site;1,896
Small site;1,577
Small site;1,629
Small site;1,63
Small site;1,447
Small site;1,248
Small site;1,497
Small site;1,897
Small site;1,821
Small site;2,253
Small site;2,156
Small site;2,104
Small site;2,06
Small site;1,966
Small site;1,906
Small site;0,177
Small site;0,308
Small site;1,903
Small site;1,648
Small site;2,007
Small site;2,044
Small site;2,113
Small site;2,226
Small site;1,922
Small site;1,697
Small site;1,742
Small site;1,967
Small site;2,054
Small site;2,046
Small site;2,35
Small site;1,37
Small site;2,057
Small site;1,181
Small site;2,103
Small site;2,096
Small site;1,979
Small site;1,769
Small site;1,658
Small site;2,14
Small site;2,164
Small site;1,935
Small site;2,159
Small site;2,099
Small site;1,859
Small site;2,064
Small site;1,929
Small site;1,793
Small site;1,796
Small site;1,476
Small site;1,524
Small site;1,521
Small site;1,343
Small site;1,139
Small site;1,388
Small site;1,786
Small site;1,71
Small site;2,13
Small site;2,031
Small site;1,978
Small site;1,934
Small site;1,84
Small site;1,782
Small site;1,297
Small site;1,776
Small site;1,522
Small site;1,886
Small site;1,983
Small site;2,171
Small site;1,862
Small site;1,603
Small site;1,642
Small site;1,929
Small site;1,922
Small site;1,468
Small site;1,407
Small site;1,728
Small site;1,072
Small site;2,118
Small site;1,784
Small site;0,759
Small site;1,659
Small site;1,63
Small site;1,533
Small site;1,31
Small site;1,152
Small site;1,45
Small site;1,451
Small site;1,218
Small site;1,492
Small site;1,443
Small site;1,225
Small site;1,463
Small site;1,286
Small site;1,131
Small site;1,127
Small site;1,457
Small site;1,187
Small site;1,27
Small site;1,309
Small site;1,096
Small site;0,998
Small site;1,506
Small site;2,068
Small site;2,047
Small site;1,984
Small site;1,915
Small site;0,728
Small site;0,073
Small site;1,955
Small site;1,824
Small site;1,368
Small site;1,525
Small site;1,25
Small site;1,319
Small site;1,234
Small site;1,323
Small site;0,924
Small site;0,85
Small site;1,944
Small site;0,452
Small site;0,718
Small site;0,811
Small site;1,384
Small site;1,559
Small site;1,706
Small site;0,774
Small site;2,386
Small site;2,446
Small site;2,258
Small site;0,992
Small site;0,223
Small site;0,518
Small site;0,73
Small site;0,333
Small site;0,602
Small site;0,688
Small site;0,586
Small site;0,152
Small site;1,258
Small site;1,404
Small site;1,839
Small site;1,774
Small site;1,858
Small site;2,109
Small site;2,139
Small site;2,322
Small site;2,439
Small site;2,214
Small site;2,49
Small site;1,986
Small site;2,156
Small site;2,398
Small site;2,231
Small site;0,966
Small site;0,562
Small site;0,409
Small site;0,355
Small site;0,395
Small site;0,348
Small site;0,249
Small site;0,094
Small site;0,273
Small site;0,399
Small site;0,555
Small site;0,619
Small site;0,685
Small site;1,327
Small site;0,689
Small site;0,748
Small site;1,361
Small site;1,522
Small site;0,743
Small site;2,191
Small site;2,248
Small site;2,07
Small site;0,25
Small site;0,382
Small site;0,622
Small site;0,116
Small site;0,396
Small site;1,641
Small site;1,575
Small site;1,674
Small site;1,895
Small site;1,921
Small site;2,102
Small site;2,22
Small site;1,996
Small site;2,279
Small site;1,795
Small site;1,969
Small site;2,197
Small site;2,047
Small site;0,752
Small site;0,389
Small site;0,302
Small site;0,172
Small site;0,446
Small site;0,533
Small site;0,56
Small site;1,195
Small site;0,604
Small site;1,598
Small site;1,755
Small site;1,912
Small site;0,657
Small site;2,585
Small site;2,642
Small site;2,462
Small site;1,274
Small site;1,211
Small site;0,223
Small site;0,737
Small site;0,953
Small site;0,789
Small site;0,8
Small site;0,733
Small site;0,288
Small site;1,472
Small site;1,621
Small site;2,035
Small site;1,969
Small site;2,135
Small site;2,064
Small site;2,201
Small site;2,251
Small site;2,446
Small site;2,558
Small site;2,319
Small site;2,571
Small site;2,188
Small site;2,361
Small site;2,59
Small site;2,437
Small site;1,14
Small site;0,771
Small site;0,595
Small site;0,131
Small site;0,2
Small site;0,778
Small site;0,842
Small site;0,907
Small site;1,289
Small site;1,098
Small site;0,543
Small site;0,534
Small site;0,826
Small site;0,914
Small site;1,322
Small site;1,519
Small site;1,655
Small site;0,882
Small site;2,342
Small site;2,404
Small site;2,208
Small site;0,924
Small site;0,25
Small site;0,455
Small site;0,648
Small site;0,343
Small site;0,584
Small site;0,724
Small site;0,602
Small site;0,227
Small site;1,199
Small site;1,337
Small site;1,799
Small site;1,735
Small site;1,805
Small site;2,14
Small site;2,16
Small site;2,335
Small site;2,455
Small site;2,238
Small site;2,526
Small site;1,94
Small site;2,106
Small site;2,36
Small site;2,178
Small site;0,952
Small site;0,519
Small site;0,4
Small site;0,292
Small site;0,322
Small site;0,319
Small site;0,323
Small site;0,299
Small site;0,383
Small site;0,506
Small site;0,118
Small site;0,479
Small site;0,532
Small site;0,611
Small site;1,415
Small site;0,15
Small site;2,955
Small site;2,729
Small site;2,562
Small site;2,835
Small site;3,659
Small site;0,992
Small site;1,09
Small site;1,381
Small site;1,048
Small site;2,426
Small site;2,492
Small site;2,284
Small site;0,207
Small site;3,044
Small site;3,646
Small site;2,683
Small site;2,572
Small site;2,946
Small site;2,965
Small site;2,988
Small site;3,081
Small site;2,935
Small site;2,992
Small site;3,323
Small site;3,033
Small site;2,986
Small site;3,098
Small site;3,177
Small site;3,342
Small site;3,526
Small site;3,559
Small site;3,335
Small site;3,553
Small site;3,67
Small site;3,953
Small site;3,678
Small site;3,967
Small site;4,52
Small site;3,277
Small site;3,238
Small site;3,303
Small site;3,27
Small site;3,234
Small site;3,032
Small site;3,074
Small site;3,779
Small site;3,553
Small site;3,432
Small site;1,387
Small site;1,878
Small site;2,021
Small site;2,181
Small site;2,454
Small site;2,247
Small site;0,623
Small site;3,419
Small site;3,627
Small site;3,706
Small site;3,263
Small site;3,813
Small site;3,17
Small site;0,182
Small site;0,639
Small site;1,049
Small site;1,085
Small site;1,1
Small site;0,518
Small site;0,382
Small site;0,737
Small site;0,455
Small site;0,482
Small site;0,114
Small site;0,138
Small site;0,428
Small site;0,748
Small site;0,882
Small site;1,431
Small site;0,604
Small site;0,881
Small site;1,293
Small site;1,325
Small site;1,343
Small site;1,829
Small site;0,73
Small site;0,622
Small site;0,953
Small site;0,648
Small site;0,865
Small site;0,718
Small site;1,688
Small site;1,799
Small site;0,377
Small site;0,671
Small site;0,822
Small site;0,979
Small site;1,113
Small site;0,708
Small site;0,657
Small site;0,122
Small site;1,642
Small site;0,786
Small site;0,067
Small site;0,172
Small site;0,119
Small site;3,551
Small site;3,555
Small site;3,295
Small site;1,557
Small site;1,767
Small site;1,897
Small site;0,929
Small site;2,587
Small site;2,65
Small site;2,451
Small site;1,211
Small site;1,154
Small site;0,207
Small site;0,865
Small site;3,81
Small site;3,429
Small site;3,5
Small site;3,501
Small site;3,347
Small site;3,219
Small site;3,385
Small site;3,326
Small site;1,436
Small site;1,567
Small site;2,047
Small site;1,983
Small site;2,046
Small site;2,394
Small site;2,575
Small site;2,693
Small site;2,469
Small site;2,746
Small site;2,184
Small site;2,348
Small site;2,607
Small site;2,418
Small site;0,208
Small site;0,709
Small site;0,744
Small site;0,84
Small site;3,416
Small site;2,74
Small site;3,425
Small site;3,414
Small site;3,159
Small site;2,995
Small site;2,725
Small site;2,915
Small site;2,627
Small site;2,426
Small site;1,956
Small site;2,201
Small site;2,297
Small site;2,395
Small site;2,658
Small site;3,435
Small site;0,241
Small site;0,22
Small site;0,454
Small site;0,521
Small site;2,785
Small site;1,858
Small site;3,675
Small site;2,094
Small site;2,341
Small site;2,606
Small site;2,452
Small site;2,87
Small site;2,742
Small site;2,91
Small site;3,005
Small site;2,72
Small site;2,779
Small site;3,264
Small site;2,836
Small site;2,818
Small site;2,964
Small site;3,057
Small site;3,129
Small site;3,304
Small site;3,339
Small site;3,137
Small site;3,341
Small site;3,452
Small site;3,728
Small site;3,467
Small site;3,746
Small site;4,296
Small site;3,375
Small site;3,361
Small site;3,21
Small site;3,087
Small site;3,223
Small site;3,157
Small site;2,858
Small site;1,905
Small site;2,862
Small site;3,557
Small site;3,328
Small site;3,204
Small site;0,289
Small site;3,288
Small site;1,991
Small site;3,196
Small site;3,399
Small site;3,479
Small site;3,063
Small site;3,587
Small site;2,948
Small site;2,248
Small site;2,375
Small site;2,654
Small site;3,54
Small site;0,241
Small site;0,717
Small site;0,93
Small site;0,755
Small site;1,961
Small site;2,045
Small site;3,064
Small site;2,248
Small site;2,352
Small site;2,879
Small site;2,42
Small site;3,177
Small site;1,694
Small site;1,857
Small site;2,26
Small site;2,447
Small site;3,225
Small site;2,845
Small site;2,797
Small site;2,85
Small site;2,867
Small site;2,799
Small site;2,896
Small site;2,971
Small site;3,196
Small site;3,4
Small site;3,43
Small site;3,17
Small site;3,406
Small site;3,536
Small site;3,834
Small site;3,53
Small site;3,841
Small site;4,402
Small site;0,833
Small site;0,942
Small site;1,737
Small site;2,225
Small site;2,198
Small site;1,992
Small site;2,412
Small site;2,406
Small site;2,983
Small site;3,114
Small site;3,278
Small site;3,588
Small site;3,277
Small site;3,345
Small site;2,847
Small site;1,931
Small site;2,929
Small site;3,655
Small site;3,437
Small site;3,332
Small site;0,387
Small site;0,223
Small site;3,274
Small site;2,059
Small site;3,296
Small site;3,519
Small site;3,595
Small site;3,101
Small site;3,7
Small site;2,122
Small site;3,044
Small site;2,491
Small site;2,291
Small site;2,101
Small site;2,208
Small site;2,331
Small site;2,609
Small site;3,489
Small site;0,22
Small site;0,891
Small site;0,347
Small site;1,925
Small site;2,006
Small site;3,024
Small site;2,203
Small site;2,308
Small site;2,835
Small site;2,373
Small site;3,132
Small site;1,648
Small site;1,811
Small site;2,009
Small site;2,396
Small site;2,45
Small site;2,333
Small site;2,714
Small site;2,794
Small site;2,755
Small site;2,848
Small site;2,746
Small site;2,799
Small site;3,095
Small site;2,819
Small site;2,755
Small site;2,859
Small site;3,146
Small site;3,348
Small site;3,379
Small site;3,121
Small site;3,356
Small site;3,485
Small site;3,783
Small site;3,48
Small site;3,79
Small site;4,351
Small site;0,806
Small site;0,915
Small site;1,693
Small site;2,177
Small site;2,151
Small site;1,954
Small site;2,366
Small site;2,935
Small site;3,068
Small site;3,235
Small site;3,542
Small site;3,24
Small site;3,308
Small site;3,047
Small site;3,001
Small site;2,803
Small site;1,883
Small site;2,879
Small site;3,603
Small site;3,386
Small site;0,176
Small site;3,23
Small site;3,245
Small site;3,467
Small site;3,544
Small site;3,052
Small site;3,648
Small site;2,993
Small site;3,719
Small site;3,017
Small site;3,154
Small site;2,771
Small site;2,571
Small site;2,092
Small site;2,28
Small site;2,353
Small site;2,401
Small site;2,63
Small site;3,212
Small site;0,123
Small site;3,066
Small site;2,146
Small site;2,794
Small site;2,566
Small site;3,057
Small site;3,091
Small site;3,19
Small site;2,553
Small site;2,622
Small site;3,473
Small site;2,747
Small site;2,814
Small site;3,04
Small site;3,163
Small site;2,975
Small site;3,1
Small site;3,14
Small site;3,041
Small site;3,188
Small site;3,265
Small site;3,501
Small site;3,315
Small site;3,537
Small site;4,065
Small site;0,196
Small site;3,672
Small site;3,528
Small site;3,449
Small site;3,338
Small site;2,84
Small site;2,711
Small site;3,346
Small site;3,098
Small site;0,259
Small site;0,183
Small site;2,984
Small site;3,239
Small site;2,957
Small site;3,351
Small site;3,775
Small site;3,712
Small site;3,482
Small site;3,007
Small site;3,123
Small site;2,712
Small site;2,513
Small site;2,034
Small site;2,206
Small site;2,273
Small site;2,31
Small site;2,532
Small site;0,717
Small site;0,123
Small site;0,845
Small site;0,853
Small site;1,861
Small site;3,051
Small site;2,066
Small site;2,748
Small site;2,499
Small site;3,009
Small site;3,041
Small site;3,141
Small site;3,432
Small site;2,638
Small site;2,72
Small site;2,962
Small site;3,092
Small site;2,857
Small site;2,931
Small site;3,071
Small site;3,145
Small site;3,198
Small site;3,943
Small site;0,209
Small site;3,668
Small site;3,528
Small site;3,413
Small site;3,288
Small site;2,743
Small site;0,337
Small site;0,238
Small site;2,846
Small site;0,326
Small site;0,378
Small site;0,367
Small site;0,441
Small site;0,927
Small site;1,344
Small site;1,826
Small site;1,567
Small site;1,417
Small site;1,888
Small site;3,494
Small site;3,788
Small site;0,783
Small site;0,556
Small site;1,997
Small site;2,83
Small site;2,883
Small site;2,884
Small site;4,807
Small site;2,766
Small site;4,513
Small site;2,936
Small site;4,746
Small site;1,099
Small site;0,851
Small site;1,291
Small site;1,241
Small site;1,097
Small site;1,746
Small site;1,618
Small site;1,46
Small site;1,568
Small site;1,456
Small site;1,636
Small site;2,962
Small site;4,84
Small site;1,373
Small site;0,454
Small site;0,845
Small site;1,035
Small site;0,838
Small site;1,019
Small site;2,065
Small site;2,132
Small site;3,275
Small site;3,139
Small site;2,276
Small site;2,386
Small site;2,913
Small site;2,429
Small site;3,193
Small site;4,284
Small site;1,003
Small site;1,105
Small site;1,784
Small site;2,205
Small site;2,081
Small site;2,428
Small site;2,429
Small site;3,124
Small site;3,326
Small site;3,603
Small site;3,373
Small site;3,443
Small site;0,564
Small site;0,078
Small site;3,308
Small site;2,359
Small site;2,158
Small site;1,931
Small site;2,028
Small site;2,133
Small site;2,401
Small site;3,249
Small site;0,291
Small site;0,24
Small site;0,309
Small site;1,834
Small site;2,844
Small site;2,919
Small site;1,437
Small site;1,601
Small site;1,826
Small site;2,345
Small site;2,183
Small site;2,61
Small site;2,555
Small site;2,648
Small site;2,744
Small site;2,509
Small site;2,564
Small site;3,009
Small site;2,596
Small site;2,556
Small site;2,694
Small site;2,912
Small site;3,11
Small site;3,141
Small site;2,898
Small site;3,122
Small site;3,247
Small site;3,544
Small site;3,247
Small site;3,551
Small site;4,111
Small site;1,782
Small site;3,039
Small site;3,33
Small site;3,074
Small site;3,144
Small site;2,973
Small site;2,599
Small site;1,661
Small site;2,644
Small site;3,364
Small site;3,146
Small site;3,026
Small site;3,006
Small site;3,228
Small site;3,304
Small site;2,826
Small site;3,409
Small site;2,754
Small site;3,92
Small site;3,833
Small site;3,614
Small site;3,474
Small site;3,124
Small site;3,207
Small site;2,746
Small site;2,55
Small site;2,211
Small site;2,263
Small site;2,272
Small site;2,473
Small site;2,925
Small site;0,93
Small site;0,891
Small site;1,035
Small site;0,203
Small site;1,027
Small site;1,036
Small site;1,116
Small site;0,796
Small site;2,135
Small site;1,358
Small site;1,453
Small site;1,974
Small site;1,552
Small site;1,255
Small site;2,289
Small site;3,161
Small site;1,734
Small site;2,059
Small site;1,858
Small site;2,806
Small site;2,519
Small site;3,064
Small site;2,251
Small site;3,093
Small site;3,194
Small site;2,302
Small site;2,376
Small site;3,496
Small site;2,543
Small site;2,671
Small site;2,955
Small site;3,1
Small site;2,727
Small site;2,823
Small site;2,866
Small site;2,83
Small site;2,939
Small site;2,997
Small site;3,211
Small site;3,066
Small site;3,256
Small site;3,33
Small site;3,771
Small site;0,836
Small site;1,385
Small site;1,339
Small site;1,063
Small site;1,535
Small site;2,13
Small site;2,233
Small site;2,358
Small site;2,697
Small site;2,35
Small site;2,418
Small site;3,876
Small site;3,791
Small site;3,792
Small site;3,658
Small site;3,559
Small site;3,297
Small site;3,126
Small site;3,487
Small site;2,685
Small site;1,569
Small site;2,467
Small site;3,064
Small site;2,808
Small site;2,641
Small site;0,556
Small site;0,921
Small site;1,013
Small site;0,71
Small site;0,923
Small site;2,366
Small site;3,775
Small site;1,637
Small site;2,703
Small site;2,857
Small site;2,942
Small site;2,741
Small site;3,056
Small site;1,272
Small site;2,472
Small site;3,718
Small site;3,637
Small site;3,415
Small site;3,273
Small site;2,929
Small site;3,025
Small site;2,591
Small site;2,392
Small site;1,914
Small site;2,074
Small site;2,137
Small site;2,168
Small site;2,388
Small site;2,958
Small site;0,755
Small site;0,838
Small site;0,203
Small site;0,181
Small site;0,825
Small site;1,228
Small site;1,299
Small site;0,903
Small site;2,313
Small site;1,498
Small site;1,6
Small site;2,126
Small site;1,679
Small site;1,748
Small site;2,43
Small site;2,968
Small site;1,931
Small site;2,637
Small site;2,372
Small site;2,896
Small site;2,927
Small site;3,027
Small site;3,324
Small site;2,577
Small site;2,828
Small site;2,962
Small site;2,715
Small site;2,843
Small site;2,882
Small site;2,785
Small site;2,928
Small site;3,006
Small site;3,247
Small site;3,055
Small site;3,281
Small site;3,812
Small site;1,496
Small site;1,46
Small site;1,247
Small site;1,668
Small site;2,369
Small site;2,522
Small site;2,84
Small site;2,538
Small site;2,607
Small site;3,675
Small site;3,595
Small site;3,459
Small site;3,358
Small site;3,097
Small site;2,927
Small site;3,31
Small site;2,598
Small site;3,09
Small site;2,844
Small site;0,409
Small site;0,734
Small site;0,821
Small site;0,827
Small site;1,019
Small site;2,52
Small site;3,574
Small site;2,727
Small site;2,904
Small site;2,987
Small site;2,7
Small site;3,098
Small site;0,321
Small site;1,388
Small site;3,886
Small site;3,794
Small site;3,578
Small site;3,163
Small site;2,695
Small site;2,5
Small site;2,158
Small site;2,21
Small site;2,218
Small site;2,419
Small site;2,883
Small site;0,928
Small site;1,019
Small site;0,181
Small site;1,005
Small site;2,137
Small site;1,44
Small site;1,532
Small site;1,213
Small site;2,274
Small site;3,12
Small site;1,686
Small site;2,006
Small site;1,812
Small site;2,758
Small site;2,467
Small site;3,015
Small site;2,207
Small site;3,044
Small site;3,145
Small site;2,253
Small site;2,327
Small site;3,449
Small site;2,491
Small site;2,617
Small site;2,902
Small site;3,047
Small site;2,678
Small site;2,778
Small site;2,821
Small site;2,778
Small site;2,89
Small site;2,951
Small site;3,169
Small site;3,018
Small site;3,212
Small site;3,73
Small site;1,359
Small site;1,316
Small site;1,516
Small site;2,216
Small site;2,353
Small site;2,683
Small site;3,843
Small site;3,754
Small site;3,621
Small site;3,441
Small site;2,631
Small site;1,518
Small site;2,417
Small site;3,021
Small site;2,766
Small site;2,603
Small site;0,912
Small site;1,002
Small site;2,356
Small site;3,741
Small site;1,585
Small site;2,659
Small site;2,817
Small site;2,902
Small site;2,689
Small site;3,016
Small site;1,248
Small site;2,427
Small site;2,933
Small site;2,901
Small site;2,654
Small site;2,396
Small site;2,146
Small site;1,947
Small site;1,775
Small site;1,889
Small site;2,031
Small site;2,321
Small site;3,319
Small site;0,521
Small site;0,853
Small site;0,309
Small site;1,027
Small site;0,825
Small site;1,005
Small site;2,046
Small site;2,105
Small site;3,241
Small site;3,103
Small site;2,222
Small site;2,334
Small site;2,859
Small site;2,367
Small site;1,803
Small site;3,131
Small site;2,266
Small site;2,033
Small site;1,694
Small site;2,239
Small site;2,103
Small site;3,096
Small site;1,995
Small site;2,367
Small site;2,628
Small site;2,408
Small site;2,502
Small site;2,544
Small site;2,589
Small site;2,751
Small site;2,563
Small site;2,454
Small site;2,527
Small site;2,928
Small site;3,165
Small site;3,191
Small site;2,865
Small site;3,134
Small site;3,286
Small site;3,613
Small site;3,256
Small site;3,605
Small site;4,179
Small site;1,028
Small site;1,124
Small site;1,748
Small site;1,741
Small site;1,827
Small site;1,942
Small site;2,155
Small site;2,143
Small site;2,055
Small site;2,369
Small site;2,373
Small site;2,906
Small site;3,062
Small site;3,278
Small site;3,541
Small site;3,346
Small site;3,417
Small site;3,284
Small site;2,886
Small site;2,851
Small site;2,703
Small site;2,706
Small site;2,654
Small site;2,508
Small site;1,766
Small site;2,663
Small site;2,588
Small site;3,422
Small site;3,224
Small site;2,672
Small site;2,732
Small site;1,326
Small site;3,765
Small site;4
Small site;0,607
Small site;0,261
Small site;0,38
Small site;0,195
Small site;2,23
Small site;3,253
Small site;1,805
Small site;3,07
Small site;3,318
Small site;3,39
Small site;2,802
Small site;3,489
Small site;2,063
Small site;2,815
Small site;0,796
Small site;4,856
Small site;4,712
Small site;4,525
Small site;4,405
Small site;4,002
Small site;3,995
Small site;3,392
Small site;3,215
Small site;2,777
Small site;2,79
Small site;2,788
Small site;2,688
Small site;2,78
Small site;1,961
Small site;1,925
Small site;2,065
Small site;1,036
Small site;1,228
Small site;2,046
Small site;0,818
Small site;1,253
Small site;2,385
Small site;2,679
Small site;2,102
Small site;4,02
Small site;2,201
Small site;2,608
Small site;3,528
Small site;3,127
Small site;3,765
Small site;3,782
Small site;3,883
Small site;4,216
Small site;3,009
Small site;3,444
Small site;3,638
Small site;1,055
Small site;1,015
Small site;0,588
Small site;0,304
Small site;4,818
Small site;4,737
Small site;4,686
Small site;4,681
Small site;4,562
Small site;4,483
Small site;4,215
Small site;4,088
Small site;4,239
Small site;2,986
Small site;3,363
Small site;1,579
Small site;1,956
Small site;2,048
Small site;4,707
Small site;1,546
Small site;2,521
Small site;2,275
Small site;2,29
Small site;2,021
Small site;1,849
Small site;1,629
Small site;1,917
Small site;1,05
Small site;1,891
Small site;1,712
Small site;1,35
Small site;1,713
Small site;1,859
Small site;2,082
Small site;2,4
Small site;1,367
Small site;1,707
Small site;1,753
Small site;1,824
Small site;2,001
Small site;2,052
Small site;2,132
Small site;2,319
Small site;2,732
Small site;2,474
Small site;2,382
Small site;3,182
Small site;3,021
Small site;3,373
Small site;3,573
Small site;3,485
Small site;3,913
Small site;4,505
Small site;0,893
Small site;2,607
Small site;2,494
Small site;2,225
Small site;2,134
Small site;2,051
Small site;2,233
Small site;2,075
Small site;1,943
Small site;1,705
Small site;1,521
Small site;1,547
Small site;2,241
Small site;1,204
Small site;2,552
Small site;2,271
Small site;2,349
Small site;2,139
Small site;2,98
Small site;3,234
Small site;2,698
Small site;2,509
Small site;2,126
Small site;2,156
Small site;2,124
Small site;2,29
Small site;2,611
Small site;0,818
Small site;0,436
Small site;0,459
Small site;0,671
Small site;0,944
Small site;1,966
Small site;1,582
Small site;1,46
Small site;1,959
Small site;1,561
Small site;2,796
Small site;2,451
Small site;3,045
Small site;1,947
Small site;3,068
Small site;3,17
Small site;2,023
Small site;2,103
Small site;3,489
Small site;2,312
Small site;2,502
Small site;2,843
Small site;2,449
Small site;2,517
Small site;2,563
Small site;2,589
Small site;2,66
Small site;2,699
Small site;2,893
Small site;2,786
Small site;2,946
Small site;3,45
Small site;0,513
Small site;0,154
Small site;0,795
Small site;1,005
Small site;1,206
Small site;2,375
Small site;2,175
Small site;3,496
Small site;2,504
Small site;1,508
Small site;1,331
Small site;2,195
Small site;2,754
Small site;2,492
Small site;0,374
Small site;0,588
Small site;2,055
Small site;1,402
Small site;2,395
Small site;2,534
Small site;2,621
Small site;2,495
Small site;2,736
Small site;0,937
Small site;2,171
Small site;4,872
Small site;4,713
Small site;4,535
Small site;4,421
Small site;4,005
Small site;3,977
Small site;3,351
Small site;3,179
Small site;2,751
Small site;2,744
Small site;2,733
Small site;2,619
Small site;2,696
Small site;2,46
Small site;2,045
Small site;2,006
Small site;2,132
Small site;1,834
Small site;1,116
Small site;1,299
Small site;2,105
Small site;1,287
Small site;0,518
Small site;0,532
Small site;0,95
Small site;2,665
Small site;1,3
Small site;4,019
Small site;2,56
Small site;1,636
Small site;3,499
Small site;3,082
Small site;3,731
Small site;1,925
Small site;3,746
Small site;3,847
Small site;2,131
Small site;2,224
Small site;4,184
Small site;2,576
Small site;2,927
Small site;3,379
Small site;3,579
Small site;2,523
Small site;2,435
Small site;2,494
Small site;2,799
Small site;2,711
Small site;2,65
Small site;2,702
Small site;2,827
Small site;2,808
Small site;3,051
Small site;3,208
Small site;1,163
Small site;1,105
Small site;0,652
Small site;0,054
Small site;1,313
Small site;4,836
Small site;4,756
Small site;4,71
Small site;4,684
Small site;4,57
Small site;4,497
Small site;4,227
Small site;4,108
Small site;4,213
Small site;3,779
Small site;2,899
Small site;2,315
Small site;2,626
Small site;2,332
Small site;2,072
Small site;1,668
Small site;2,032
Small site;2,12
Small site;1,316
Small site;4,723
Small site;2,303
Small site;2,316
Small site;2,41
Small site;2,693
Small site;2,528
Small site;1,62
Small site;0,66
Small site;2,143
Small site;2,226
Small site;2,216
Small site;1,956
Small site;1,792
Small site;1,542
Small site;1,808
Small site;1,764
Small site;1,585
Small site;1,225
Small site;1,589
Small site;1,737
Small site;1,963
Small site;2,283
Small site;3,572
Small site;1,004
Small site;1,614
Small site;1,605
Small site;1,586
Small site;1,63
Small site;1,697
Small site;1,88
Small site;2,911
Small site;1,93
Small site;2,011
Small site;2,773
Small site;2,205
Small site;2,621
Small site;2,353
Small site;2,255
Small site;3,079
Small site;3,393
Small site;3,406
Small site;2,908
Small site;3,268
Small site;3,472
Small site;3,859
Small site;3,379
Small site;3,815
Small site;4,407
Small site;2,178
Small site;2,089
Small site;2,161
Small site;2,008
Small site;1,884
Small site;1,638
Small site;1,463
Small site;1,476
Small site;2,132
Small site;2,431
Small site;2,83
Small site;3,647
Small site;3,495
Small site;2,087
Small site;3,319
Small site;3,613
Small site;3,672
Small site;3,758
Small site;3,608
Small site;3,486
Small site;3,285
Small site;2,775
Small site;2,822
Small site;2,331
Small site;2,136
Small site;1,79
Small site;1,842
Small site;1,858
Small site;2,07
Small site;2,671
Small site;0,421
Small site;1,253
Small site;0,436
Small site;1,287
Small site;0,749
Small site;2,262
Small site;1,372
Small site;1,484
Small site;2,009
Small site;1,523
Small site;2,287
Small site;2,803
Small site;1,638
Small site;2,403
Small site;2,1
Small site;2,658
Small site;2,685
Small site;2,786
Small site;1,984
Small site;2,05
Small site;3,095
Small site;2,171
Small site;2,262
Small site;2,534
Small site;2,403
Small site;2,548
Small site;2,585
Small site;2,464
Small site;2,616
Small site;2,705
Small site;2,963
Small site;2,743
Small site;2,988
Small site;3,53
Small site;0,568
Small site;0,899
Small site;0,897
Small site;1,222
Small site;1,317
Small site;1,299
Small site;1,522
Small site;1,524
Small site;2,219
Small site;2,428
Small site;2,697
Small site;2,52
Small site;2,593
Small site;3,568
Small site;3,45
Small site;3,324
Small site;3,093
Small site;2,281
Small site;2,138
Small site;2,798
Small site;2,562
Small site;0,697
Small site;0,836
Small site;2,404
Small site;2,436
Small site;2,63
Small site;2,711
Small site;2,38
Small site;2,819
Small site;1,22
Small site;0,572
Small site;0,814
Small site;1,277
Small site;1,012
Small site;0,864
Small site;1,357
Small site;1,32
Small site;1,325
Small site;4,925
Small site;0,898
Small site;4,897
Small site;1,461
Small site;2,298
Small site;2,349
Small site;2,345
Small site;4,593
Small site;4,995
Small site;4,735
Small site;4,816
Small site;4,668
Small site;4,915
Small site;4,938
Small site;0,723
Small site;0,514
Small site;0,756
Small site;0,696
Small site;0,545
Small site;0,904
Small site;1,028
Small site;0,944
Small site;1,114
Small site;2,416
Small site;4,982
