Source;Length
Medium sites;3,157
Medium sites;2,247
Medium sites;2,229
Medium sites;2,282
Medium sites;2,473
Medium sites;2,447
Medium sites;2,431
Medium sites;2,555
Medium sites;2,57
Medium sites;2,634
Medium sites;2,812
Medium sites;3,093
Medium sites;1,378
Medium sites;1,058
Medium sites;0,967
Medium sites;0,853
Medium sites;0,142
Medium sites;0,529
Medium sites;0,704
Medium sites;1,398
Medium sites;1,544
Medium sites;1,862
Medium sites;1,706
Medium sites;4,869
Medium sites;4,799
Medium sites;4,41
Medium sites;4,332
Medium sites;4,29
Medium sites;4,25
Medium sites;4,137
Medium sites;4,068
Medium sites;3,798
Medium sites;3,683
Medium sites;3,773
Medium sites;2,514
Medium sites;1,585
Medium sites;1,292
Medium sites;2,017
Medium sites;2,446
Medium sites;2,163
Medium sites;1,943
Medium sites;1,383
Medium sites;1,705
Medium sites;1,782
Medium sites;0,309
Medium sites;1,538
Medium sites;4,295
Medium sites;1,366
Medium sites;2,099
Medium sites;2,178
Medium sites;2,27
Medium sites;2,371
Medium sites;2,388
Medium sites;0,48
Medium sites;1,906
Medium sites;4,293
Medium sites;4,129
Medium sites;4,025
Medium sites;2,891
Medium sites;2,721
Medium sites;2,304
Medium sites;2,281
Medium sites;2,267
Medium sites;2,151
Medium sites;2,232
Medium sites;2,152
Medium sites;1,827
Medium sites;0,977
Medium sites;1,301
Medium sites;0,404
Medium sites;0,509
Medium sites;0,801
Medium sites;0,639
Medium sites;1,6
Medium sites;1,262
Medium sites;3,597
Medium sites;1,684
Medium sites;2,096
Medium sites;1,223
Medium sites;3,048
Medium sites;2,62
Medium sites;3,276
Medium sites;1,552
Medium sites;3,289
Medium sites;3,389
Medium sites;1,719
Medium sites;1,81
Medium sites;3,729
Medium sites;2,132
Medium sites;2,463
Medium sites;2,91
Medium sites;3,111
Medium sites;2,128
Medium sites;2,096
Medium sites;2,15
Medium sites;2,369
Medium sites;2,325
Medium sites;2,301
Medium sites;2,416
Medium sites;2,447
Medium sites;2,498
Medium sites;2,953
Medium sites;1,328
Medium sites;0,142
Medium sites;0,389
Medium sites;0,576
Medium sites;4,91
Medium sites;4,443
Medium sites;4,367
Medium sites;4,33
Medium sites;4,268
Medium sites;4,161
Medium sites;4,097
Medium sites;3,827
Medium sites;3,719
Medium sites;3,763
Medium sites;2,438
Medium sites;1,535
Medium sites;1,218
Medium sites;1,903
Medium sites;2,31
Medium sites;2,026
Medium sites;4,326
Medium sites;1,291
Medium sites;1,966
Medium sites;2,038
Medium sites;2,13
Medium sites;2,265
Medium sites;2,248
Medium sites;0,338
Medium sites;1,777
Medium sites;1,817
Medium sites;2,198
Medium sites;2,151
Medium sites;1,339
Medium sites;1,46
Medium sites;2,143
Medium sites;1,005
Medium sites;0,652
Medium sites;1,299
Medium sites;1,117
Medium sites;0,18
Medium sites;0,738
Medium sites;0,988
Medium sites;3,129
Medium sites;3,338
Medium sites;3,345
Medium sites;3,443
Medium sites;3,79
Medium sites;3,097
Medium sites;1,876
Medium sites;1,785
Medium sites;1,843
Medium sites;2,174
Medium sites;2,061
Medium sites;1,999
Medium sites;2,069
Medium sites;2,177
Medium sites;2,165
Medium sites;2,593
Medium sites;1,578
Medium sites;1,491
Medium sites;1,367
Medium sites;0,529
Medium sites;0,389
Medium sites;0,422
Medium sites;0,23
Medium sites;0,256
Medium sites;0,92
Medium sites;1,177
Medium sites;1,399
Medium sites;3,84
Medium sites;1,982
Medium sites;1,69
Medium sites;1,868
Medium sites;2,15
Medium sites;2,215
Medium sites;0,095
Medium sites;1,122
Medium sites;1,653
Medium sites;1,686
Medium sites;1,779
Medium sites;2,068
Medium sites;1,898
Medium sites;4,83
Medium sites;4,674
Medium sites;4,494
Medium sites;4,379
Medium sites;3,966
Medium sites;3,943
Medium sites;3,324
Medium sites;3,15
Medium sites;2,719
Medium sites;2,718
Medium sites;2,71
Medium sites;2,601
Medium sites;2,684
Medium sites;2,482
Medium sites;1,992
Medium sites;1,954
Medium sites;2,081
Medium sites;1,782
Medium sites;1,063
Medium sites;1,247
Medium sites;2,055
Medium sites;0,054
Medium sites;1,241
Medium sites;0,568
Medium sites;0,999
Medium sites;2,63
Medium sites;3,981
Medium sites;2,535
Medium sites;3,468
Medium sites;3,056
Medium sites;3,702
Medium sites;3,717
Medium sites;3,819
Medium sites;2,135
Medium sites;2,228
Medium sites;4,155
Medium sites;2,573
Medium sites;2,915
Medium sites;3,36
Medium sites;3,558
Medium sites;2,531
Medium sites;2,453
Medium sites;2,511
Medium sites;2,8
Medium sites;2,721
Medium sites;2,667
Medium sites;2,727
Medium sites;2,839
Medium sites;2,83
Medium sites;3,066
Medium sites;3,237
Medium sites;1,109
Medium sites;1,052
Medium sites;1,363
Medium sites;4,793
Medium sites;4,714
Medium sites;4,666
Medium sites;4,645
Medium sites;4,53
Medium sites;4,455
Medium sites;4,186
Medium sites;4,065
Medium sites;4,181
Medium sites;3,735
Medium sites;2,889
Medium sites;2,32
Medium sites;2,647
Medium sites;2,354
Medium sites;2,098
Medium sites;1,615
Medium sites;1,98
Medium sites;2,068
Medium sites;1,367
Medium sites;4,681
Medium sites;2,321
Medium sites;2,342
Medium sites;2,435
Medium sites;2,695
Medium sites;2,554
Medium sites;1,568
Medium sites;2,156
Medium sites;2,51
Medium sites;0,569
Medium sites;2,645
Medium sites;2,585
Medium sites;2,49
Medium sites;2,549
Medium sites;2,866
Medium sites;2,772
Medium sites;2,706
Medium sites;2,749
Medium sites;2,888
Medium sites;2,858
Medium sites;3,109
Medium sites;3,25
Medium sites;2,38
Medium sites;2,678
Medium sites;2,382
Medium sites;2,117
Medium sites;2,358
Medium sites;2,363
Medium sites;2,456
Medium sites;2,761
Medium sites;2,575
Medium sites;2,202
Medium sites;2,924
Medium sites;1,903
Medium sites;2,586
Medium sites;1,843
Medium sites;1,816
Medium sites;0,733
Medium sites;3,177
Medium sites;2,646
Medium sites;0,697
Medium sites;1,022
Medium sites;1,106
Medium sites;2,121
Medium sites;1,045
Medium sites;1,684
Medium sites;1,27
Medium sites;0,84
Medium sites;0,268
Medium sites;0,48
Medium sites;1,079
Medium sites;2,048
Medium sites;1,212
Medium sites;0,273
Medium sites;0,188
Medium sites;0,122
Medium sites;0,324
Medium sites;0,917
Medium sites;1,581
Medium sites;0,846
Medium sites;4,259
Medium sites;3,589
Medium sites;3,465
Medium sites;2,99
Medium sites;2,913
Medium sites;2,689
Medium sites;2,612
Medium sites;1,611
Medium sites;3,114
Medium sites;3,068
Medium sites;2,233
Medium sites;2,369
Medium sites;3,062
Medium sites;2,219
Medium sites;0,341
Medium sites;0,696
Medium sites;3,157
Medium sites;2,422
Medium sites;2,007
Medium sites;4,509
Medium sites;2,427
Medium sites;1,601
Medium sites;2,807
Medium sites;1,411
Medium sites;3,824
Medium sites;3,308
Medium sites;4,003
Medium sites;1,418
Medium sites;4
Medium sites;4,091
Medium sites;1,743
Medium sites;1,828
Medium sites;2,302
Medium sites;2,834
Medium sites;3,405
Medium sites;3,645
Medium sites;1,982
Medium sites;1,688
Medium sites;1,753
Medium sites;2,402
Medium sites;2,1
Medium sites;1,909
Medium sites;1,761
Medium sites;2,182
Medium sites;1,921
Medium sites;2,157
Medium sites;4,457
Medium sites;2,054
Medium sites;2,451
Medium sites;2,355
Medium sites;2,251
Medium sites;1,441
Medium sites;1,398
Medium sites;0,908
Medium sites;0,92
Medium sites;0,715
Medium sites;4,739
Medium sites;4,516
Medium sites;4,432
Medium sites;2,764
Medium sites;2,216
Medium sites;1,817
Medium sites;1,893
Medium sites;1,78
Medium sites;1,497
Medium sites;1,179
Medium sites;2,776
Medium sites;3,069
Medium sites;3,135
Medium sites;1,857
Medium sites;1,573
Medium sites;1,403
Medium sites;1,487
Medium sites;2,3
Medium sites;1,591
Medium sites;1,551
Medium sites;4,595
Medium sites;4,017
Medium sites;3,883
Medium sites;3,543
Medium sites;3,41
Medium sites;3,344
Medium sites;3,134
Medium sites;2,955
Medium sites;3,077
Medium sites;2,087
Medium sites;3,278
Medium sites;3,235
Medium sites;3,326
Medium sites;3,039
Medium sites;2,358
Medium sites;2,522
Medium sites;3,278
Medium sites;2,428
Medium sites;0,947
Medium sites;2,153
Medium sites;0,973
Medium sites;3,526
Medium sites;2,806
Medium sites;2,397
Medium sites;4,892
Medium sites;2,829
Medium sites;2,04
Medium sites;3,223
Medium sites;1,867
Medium sites;4,238
Medium sites;3,735
Medium sites;4,428
Medium sites;1,905
Medium sites;4,428
Medium sites;4,522
Medium sites;2,227
Medium sites;2,313
Medium sites;4,874
Medium sites;2,783
Medium sites;3,303
Medium sites;3,865
Medium sites;4,101
Medium sites;2,473
Medium sites;2,174
Medium sites;2,239
Medium sites;2,891
Medium sites;2,59
Medium sites;2,394
Medium sites;2,215
Medium sites;2,671
Medium sites;2,384
Medium sites;2,807
Medium sites;2,566
Medium sites;4,745
Medium sites;2,45
Medium sites;2,54
Medium sites;2,434
Medium sites;2,36
Medium sites;1,863
Medium sites;1,544
Medium sites;1,202
Medium sites;1,304
Medium sites;1,177
Medium sites;0,925
Medium sites;4,939
Medium sites;4,771
Medium sites;3,236
Medium sites;2,626
Medium sites;2,229
Medium sites;2,38
Medium sites;2,691
Medium sites;2,253
Medium sites;1,977
Medium sites;1,658
Medium sites;4,598
Medium sites;2,914
Medium sites;3,249
Medium sites;3,326
Medium sites;2,277
Medium sites;2,061
Medium sites;1,872
Medium sites;1,953
Medium sites;2,788
Medium sites;2,051
Medium sites;2,839
Medium sites;2,042
Medium sites;1,071
Medium sites;1,152
Medium sites;1,328
Medium sites;1,458
Medium sites;4,509
Medium sites;4,455
Medium sites;0,123
Medium sites;0,571
Medium sites;3,538
Medium sites;3,296
Medium sites;2,647
Medium sites;2,225
Medium sites;3,087
Medium sites;1,46
Medium sites;3,559
Medium sites;3,358
Medium sites;4,483
Medium sites;1,943
Medium sites;4,497
Medium sites;1,884
Medium sites;0,904
Medium sites;1,768
Medium sites;3,857
Medium sites;4,417
Medium sites;4,535
Medium sites;4,999
Medium sites;4,469
Medium sites;3,733
Medium sites;0,636
Medium sites;1,452
Medium sites;1,2
Medium sites;1,385
Medium sites;2,543
Medium sites;2,601
Medium sites;2,641
Medium sites;3,609
Medium sites;3,698
Medium sites;3,973
Medium sites;4,068
Medium sites;4,097
Medium sites;4,454
Medium sites;4,24
Medium sites;4,303
Medium sites;4,455
Medium sites;4,497
Medium sites;4,53
Medium sites;4,546
Medium sites;4,857
Medium sites;0,271
Medium sites;0,422
Medium sites;0,442
Medium sites;3,215
Medium sites;1,527
Medium sites;2,544
Medium sites;2,626
Medium sites;2,537
Medium sites;2,902
Medium sites;2,413
Medium sites;2,559
Medium sites;1,783
Medium sites;3,03
Medium sites;2,442
Medium sites;2,693
Medium sites;3,849
Medium sites;3,872
Medium sites;4,194
Medium sites;4,962
Medium sites;2,552
Medium sites;2,616
Medium sites;2,759
Medium sites;2,861
Medium sites;4,17
Medium sites;4,531
Medium sites;4,613
Medium sites;4,352
Medium sites;3,486
Medium sites;3,958
Medium sites;3,682
Medium sites;3,74
Medium sites;3,234
Medium sites;3,157
Medium sites;3,001
Medium sites;3,338
Medium sites;3,288
Medium sites;2,962
Medium sites;2,895
Medium sites;3,338
Medium sites;3,173
Medium sites;3,288
Medium sites;2,654
Medium sites;2,416
Medium sites;0,285
Medium sites;2,897
Medium sites;2,102
Medium sites;2,234
Medium sites;3,498
Medium sites;3,551
Medium sites;3,414
Medium sites;4,088
Medium sites;0,426
Medium sites;4,279
Medium sites;4,645
Medium sites;4,274
Medium sites;2,871
Medium sites;2,828
Medium sites;2,567
Medium sites;2,616
Medium sites;2,67
Medium sites;2,688
Medium sites;2,676
Medium sites;2,773
Medium sites;4,021
Medium sites;3,949
Medium sites;3,952
Medium sites;3,821
Medium sites;3,661
Medium sites;3,351
Medium sites;3,234
Medium sites;3,278
Medium sites;3,331
Medium sites;3,445
Medium sites;3,557
Medium sites;3,494
Medium sites;3,308
Medium sites;3,885
Medium sites;4,117
Medium sites;4,035
Medium sites;4,129
Medium sites;4,028
Medium sites;4,059
Medium sites;3,603
Medium sites;3,939
Medium sites;4,091
Medium sites;3,242
Medium sites;4,204
Medium sites;3,423
Medium sites;3,197
Medium sites;2,915
Medium sites;3,001
Medium sites;2,832
Medium sites;3,038
Medium sites;3,338
Medium sites;4,01
Medium sites;3,948
Medium sites;4,073
Medium sites;4,346
Medium sites;1,638
Medium sites;2,31
Medium sites;0,935
Medium sites;1,271
Medium sites;1,597
Medium sites;3,553
Medium sites;3,328
Medium sites;3,437
Medium sites;3,386
Medium sites;3,146
Medium sites;2,808
Medium sites;2,844
Medium sites;2,766
Medium sites;3,224
Medium sites;2,492
Medium sites;2,332
Medium sites;3,495
Medium sites;2,562
Medium sites;2,233
Medium sites;3,366
Medium sites;2,175
Medium sites;2,351
Medium sites;2,063
Medium sites;2,237
Medium sites;1,826
Medium sites;2,01
Medium sites;1,674
Medium sites;1,749
Medium sites;1,603
Medium sites;1,553
Medium sites;1,653
Medium sites;2,027
Medium sites;1,93
Medium sites;0,99
Medium sites;3,06
Medium sites;0,842
Medium sites;0,772
Medium sites;0,785
Medium sites;0,231
Medium sites;0,424
Medium sites;0,403
Medium sites;4,215
Medium sites;4,201
Medium sites;3,29
Medium sites;2,354
Medium sites;2,368
Medium sites;2,439
Medium sites;3,08
Medium sites;3,023
Medium sites;2,864
Medium sites;2,386
Medium sites;1,242
Medium sites;1,979
Medium sites;2,395
Medium sites;2,612
Medium sites;1,957
Medium sites;2,163
Medium sites;2,026
Medium sites;1,601
Medium sites;2,112
Medium sites;1,102
Medium sites;2,354
Medium sites;2,382
Medium sites;1,659
Medium sites;1,725
Medium sites;1,33
Medium sites;1,299
Medium sites;1,497
Medium sites;1,977
Medium sites;1,657
Medium sites;2,556
Medium sites;2,616
Medium sites;1,469
Medium sites;0,801
Medium sites;0,318
Medium sites;4,304
Medium sites;4,703
Medium sites;4,736
Medium sites;4,877
Medium sites;3,219
Medium sites;3,349
Medium sites;3,123
Medium sites;3,231
Medium sites;3,371
Medium sites;1,927
Medium sites;1,694
Medium sites;1,794
Medium sites;1,173
Medium sites;0,167
Medium sites;0,184
Medium sites;0,265
Medium sites;3,052
Medium sites;1,278
Medium sites;0,436
Medium sites;4,988
Medium sites;0,279
Medium sites;0,477
Medium sites;2,732
Medium sites;4,982
Medium sites;0,809
Medium sites;1,748
Medium sites;0,654
Medium sites;3,093
Medium sites;0,396
Medium sites;0,578
Medium sites;0,907
Medium sites;0,99
Medium sites;2,014
Medium sites;0,929
Medium sites;1,154
Medium sites;0,792
Medium sites;0,322
Medium sites;0,122
Medium sites;0,6
Medium sites;1,177
Medium sites;1,152
Medium sites;0,082
Medium sites;0,445
Medium sites;0,8
Medium sites;0,64
Medium sites;0,724
Medium sites;1,738
Medium sites;1,657
Medium sites;1,533
Medium sites;1,778
Medium sites;1,963
Medium sites;1,849
Medium sites;1,962
Medium sites;1,502
Medium sites;1,244
Medium sites;1,299
Medium sites;1,654
Medium sites;1,683
Medium sites;2,139
Medium sites;1,921
Medium sites;2,251
Medium sites;2,16
Medium sites;1,657
Medium sites;1,558
Medium sites;1,996
Medium sites;0,213
Medium sites;0,1
Medium sites;1,496
Medium sites;1,765
Medium sites;1,938
Medium sites;2,129
Medium sites;1,892
Medium sites;2,173
Medium sites;2,163
Medium sites;2,238
Medium sites;2,259
Medium sites;1,399
Medium sites;2,289
Medium sites;1,681
Medium sites;2,083
Medium sites;1,997
Medium sites;1,887
Medium sites;2,088
Medium sites;2,194
Medium sites;2,065
Medium sites;2,005
Medium sites;2,181
Medium sites;1,939
Medium sites;1,694
Medium sites;1,754
Medium sites;2,123
Medium sites;2,163
Medium sites;2,144
Medium sites;2,49
Medium sites;2,279
Medium sites;2,571
Medium sites;2,526
Medium sites;2,184
Medium sites;2,008
Medium sites;1,804
Medium sites;1,929
Medium sites;2,341
Medium sites;0,396
Medium sites;1,956
Medium sites;1,701
Medium sites;2,14
Medium sites;2,145
Medium sites;2,332
Medium sites;2,352
Medium sites;2,535
Medium sites;2,234
Medium sites;2,241
Medium sites;2,51
Medium sites;2,472
Medium sites;2,527
Medium sites;2,633
Medium sites;2,315
Medium sites;2,384
Medium sites;1,835
Medium sites;2,644
Medium sites;2,054
Medium sites;3,693
Medium sites;3,368
Medium sites;3,308
Medium sites;3,783
Medium sites;4,027
Medium sites;1,868
Medium sites;2,052
Medium sites;2,431
Medium sites;2,382
Medium sites;0,451
Medium sites;2,461
Medium sites;0,35
Medium sites;0,103
Medium sites;1,307
Medium sites;1,098
Medium sites;1,161
Medium sites;1,206
Medium sites;2,156
Medium sites;1,969
Medium sites;2,361
Medium sites;2,106
Medium sites;2,348
Medium sites;3,426
Medium sites;3,757
Medium sites;3,821
Medium sites;4,03
Medium sites;4,086
Medium sites;4,143
Medium sites;4,219
Medium sites;4,393
Medium sites;4,562
Medium sites;3,61
Medium sites;3,435
Medium sites;4,092
Medium sites;4,279
Medium sites;1,858
Medium sites;1,826
Medium sites;2,077
Medium sites;0,282
Medium sites;2,411
Medium sites;0,094
Medium sites;1,12
Medium sites;1,271
Medium sites;1,715
Medium sites;1,669
Medium sites;1,883
Medium sites;1,985
Medium sites;2,236
Medium sites;2,338
Medium sites;2,463
Medium sites;2,178
Medium sites;2,146
Medium sites;0,857
Medium sites;2,316
Medium sites;1,273
Medium sites;2,255
Medium sites;0,725
Medium sites;0,304
Medium sites;0,757
Medium sites;0,264
Medium sites;2,801
Medium sites;3,067
Medium sites;2,743
Medium sites;2,529
Medium sites;2,62
Medium sites;3,075
Medium sites;3,288
Medium sites;3,13
Medium sites;2,819
Medium sites;3,188
Medium sites;3,337
Medium sites;3,563
Medium sites;3,881
Medium sites;2,734
Medium sites;3,173
Medium sites;3,186
Medium sites;3,088
Medium sites;3,269
Medium sites;3,302
Medium sites;3,357
Medium sites;3,418
Medium sites;4,271
Medium sites;4,306
Medium sites;3,511
Medium sites;4,203
Medium sites;3,954
Medium sites;3,683
Medium sites;3,821
Medium sites;4,63
Medium sites;4,905
Medium sites;4,925
Medium sites;4,496
Medium sites;4,828
Medium sites;4,944
Medium sites;2,871
Medium sites;2,737
Medium sites;2,644
Medium sites;2,987
Medium sites;2,809
Medium sites;2,626
Medium sites;3,391
Medium sites;3,557
Medium sites;4,033
Medium sites;4,372
Medium sites;4,977
Medium sites;1,105
Medium sites;0,99
Medium sites;0,975
Medium sites;0,995
Medium sites;1,084
Medium sites;1,136
Medium sites;2,722
Medium sites;4,816
Medium sites;4,451
Medium sites;2,706
Medium sites;2,979
Medium sites;2,654
Medium sites;2,44
Medium sites;2,544
Medium sites;3,006
Medium sites;3,24
Medium sites;3,086
Medium sites;2,786
Medium sites;3,158
Medium sites;3,309
Medium sites;3,54
Medium sites;3,859
Medium sites;1,05
Medium sites;1,132
Medium sites;0,918
Medium sites;0,896
Medium sites;2,128
Medium sites;2,064
Medium sites;1,463
Medium sites;2,659
Medium sites;3,08
Medium sites;3,162
Medium sites;3,033
Medium sites;3,228
Medium sites;3,243
Medium sites;3,298
Medium sites;3,357
Medium sites;4,27
Medium sites;4,303
Medium sites;3,442
Medium sites;4,189
Medium sites;3,926
Medium sites;3,615
Medium sites;3,779
Medium sites;4,624
Medium sites;4,906
Medium sites;4,925
Medium sites;4,48
Medium sites;4,82
Medium sites;5,006
Medium sites;4,935
Medium sites;1,303
Medium sites;2,771
Medium sites;2,642
Medium sites;2,549
Medium sites;2,899
Medium sites;2,721
Medium sites;2,537
Medium sites;2,419
Medium sites;3,319
Medium sites;3,494
Medium sites;4,007
Medium sites;4,368
Medium sites;4,983
Medium sites;0,796
Medium sites;0,928
Medium sites;0,897
Medium sites;0,907
Medium sites;0,942
Medium sites;0,99
Medium sites;1,116
Medium sites;1,037
Medium sites;0,486
Medium sites;0,462
Medium sites;0,254
Medium sites;0,751
Medium sites;0,761
Medium sites;0,899
Medium sites;1
Medium sites;0,769
Medium sites;0,984
Medium sites;2,188
Medium sites;2,364
Medium sites;2,6
Medium sites;1,622
Medium sites;1,856
Medium sites;1,444
Medium sites;0,886
Medium sites;0,103
Medium sites;2,629
Medium sites;4,819
Medium sites;4,437
Medium sites;4,563
Medium sites;0,213
Medium sites;0,726
Medium sites;0,723
Medium sites;0,813
Medium sites;0,599
Medium sites;0,657
Medium sites;3,06
Medium sites;3,418
Medium sites;3,096
Medium sites;3,099
Medium sites;3,597
Medium sites;3,924
Medium sites;3,782
Medium sites;3,89
Medium sites;4,043
Medium sites;4,283
Medium sites;4,603
Medium sites;1,896
Medium sites;1,796
Medium sites;1,457
Medium sites;3,219
Medium sites;3,451
Medium sites;3,904
Medium sites;3,693
Medium sites;3,937
Medium sites;3,883
Medium sites;3,94
Medium sites;3,989
Medium sites;4,031
Medium sites;4,942
Medium sites;4,661
Medium sites;4,208
Medium sites;4,479
Medium sites;1,494
Medium sites;2,996
Medium sites;3,334
Medium sites;3,162
Medium sites;3,895
Medium sites;4,117
Medium sites;4,744
Medium sites;1,602
Medium sites;1,512
Medium sites;1,448
Medium sites;1,436
Medium sites;1,447
Medium sites;1,427
Medium sites;0,304
Medium sites;0,815
Medium sites;0,761
Medium sites;1,934
Medium sites;2,082
Medium sites;2,297
Medium sites;1,59
Medium sites;1,7
Medium sites;1,475
Medium sites;0,779
Medium sites;3,015
Medium sites;0,741
Medium sites;0,636
Medium sites;4,231
Medium sites;0,078
Medium sites;2,156
Medium sites;2,031
Medium sites;2,068
Medium sites;4,205
Medium sites;4,147
Medium sites;0,913
Medium sites;0,69
Medium sites;0,698
Medium sites;0,735
Medium sites;0,095
Medium sites;2,157
Medium sites;2,239
Medium sites;2,384
Medium sites;2,146
Medium sites;2,098
Medium sites;2,116
Medium sites;0,338
Medium sites;0,462
Medium sites;0,641
Medium sites;0,088
Medium sites;0,765
Medium sites;0,984
Medium sites;0,746
Medium sites;0,896
Medium sites;0,775
Medium sites;1,46
Medium sites;1,955
Medium sites;2,45
Medium sites;2,203
Medium sites;3,044
Medium sites;2,255
Medium sites;1,36
Medium sites;2,158
Medium sites;0,177
Medium sites;2,311
Medium sites;3,468
Medium sites;3,52
Medium sites;3,524
Medium sites;3,406
Medium sites;3,576
Medium sites;1,624
Medium sites;1,387
Medium sites;1,906
Medium sites;1,865
Medium sites;2,372
Medium sites;2,252
Medium sites;3,242
Medium sites;3,603
Medium sites;2,066
Medium sites;2,052
Medium sites;1,94
Medium sites;1,722
Medium sites;1,975
Medium sites;1,785
Medium sites;1,472
Medium sites;1,531
Medium sites;1,54
Medium sites;1,347
Medium sites;1,163
Medium sites;1,409
Medium sites;1,813
Medium sites;1,735
Medium sites;2,207
Medium sites;2,125
Medium sites;2,079
Medium sites;2,03
Medium sites;1,941
Medium sites;1,868
Medium sites;0,255
Medium sites;0,435
Medium sites;0,67
Medium sites;1,902
Medium sites;1,673
Medium sites;1,951
Medium sites;1,999
Medium sites;1,659
Medium sites;1,579
Medium sites;1,634
Medium sites;1,874
Medium sites;2,014
Medium sites;2,001
Medium sites;1,575
Medium sites;1,525
Medium sites;1,52
Medium sites;1,766
Medium sites;2,337
Medium sites;2,847
Medium sites;2,648
Medium sites;2,538
Medium sites;3,048
Medium sites;3,544
Medium sites;4,538
Medium sites;4,69
Medium sites;4,984
Medium sites;2,887
Medium sites;1,875
Medium sites;2,396
Medium sites;0,573
Medium sites;1,197
Medium sites;4
Medium sites;1,691
Medium sites;3,149
Medium sites;4,852
Medium sites;2,642
Medium sites;4,644
Medium sites;3,987
Medium sites;4,037
Medium sites;4,028
Medium sites;3,871
Medium sites;4,031
Medium sites;4,813
Medium sites;1,899
Medium sites;2,301
Medium sites;2,283
Medium sites;2,171
Medium sites;2,778
Medium sites;2,687
Medium sites;2,559
Medium sites;2,715
Medium sites;2,632
Medium sites;2,805
Medium sites;2,817
Medium sites;4,091
Medium sites;2,014
Medium sites;2,619
Medium sites;2,617
Medium sites;2,498
Medium sites;2,293
Medium sites;2,189
Medium sites;2,673
Medium sites;2,692
Medium sites;2,462
Medium sites;2,694
Medium sites;2,635
Medium sites;2,395
Medium sites;2,698
Medium sites;2,6
Medium sites;2,465
Medium sites;2,328
Medium sites;2,297
Medium sites;1,975
Medium sites;2,012
Medium sites;1,998
Medium sites;1,838
Medium sites;1,62
Medium sites;1,864
Medium sites;2,367
Medium sites;2,248
Medium sites;2,176
Medium sites;2,513
Medium sites;2,384
Medium sites;2,317
Medium sites;2,286
Medium sites;2,184
Medium sites;2,156
Medium sites;1,834
Medium sites;0,67
Medium sites;0,239
Medium sites;0,802
Medium sites;2,067
Medium sites;1,756
Medium sites;2,295
Medium sites;2,519
Medium sites;2,416
Medium sites;2,707
Medium sites;2,399
Medium sites;2,114
Medium sites;2,142
Medium sites;2,335
Medium sites;2,303
Medium sites;2,309
Medium sites;2,013
Medium sites;2,004
Medium sites;1,944
Medium sites;1,104
Medium sites;1,172
Medium sites;1,159
Medium sites;2,132
Medium sites;2,199
Medium sites;1,986
Medium sites;0,319
Medium sites;0,377
Medium sites;1,606
Medium sites;2,141
Medium sites;2,129
Medium sites;2,28
Medium sites;2,405
Medium sites;2,215
Medium sites;2,535
Medium sites;1,727
Medium sites;1,883
Medium sites;2,165
Medium sites;1,947
Medium sites;0,399
Medium sites;0,696
Medium sites;0,823
Medium sites;0,36
Medium sites;0,254
Medium sites;0,37
Medium sites;1,607
Medium sites;0,432
Medium sites;0,839
Medium sites;0,881
Medium sites;0,89
Medium sites;2,039
Medium sites;2,098
Medium sites;0,348
Medium sites;0,172
Medium sites;0,323
Medium sites;0,277
Medium sites;1,843
Medium sites;1,851
Medium sites;2,02
Medium sites;2,141
Medium sites;1,932
Medium sites;2,234
Medium sites;2,05
Medium sites;0,22
Medium sites;0,215
Medium sites;0,546
Medium sites;0,679
Medium sites;1,271
Medium sites;1,724
Medium sites;1,846
Medium sites;2,019
Medium sites;2,676
Medium sites;2,729
Medium sites;2,562
Medium sites;1,353
Medium sites;1,366
Medium sites;1,416
Medium sites;1,351
Medium sites;0,399
Medium sites;0,2
Medium sites;0,506
Medium sites;0,623
Medium sites;0,882
Medium sites;1,113
Medium sites;0,886
Medium sites;0,791
Medium sites;0,402
Medium sites;1,596
Medium sites;1,754
Medium sites;2,124
Medium sites;2,057
Medium sites;2,25
Medium sites;2,171
Medium sites;2,17
Medium sites;2,238
Medium sites;2,444
Medium sites;2,55
Medium sites;2,3
Medium sites;2,527
Medium sites;2,286
Medium sites;2,463
Medium sites;2,671
Medium sites;2,543
Medium sites;1,365
Medium sites;1,211
Medium sites;0,897
Medium sites;0,702
Medium sites;0,73
Medium sites;0,777
Medium sites;0,823
Medium sites;0,679
Medium sites;0,481
Medium sites;0,307
Medium sites;0,576
Medium sites;0,935
Medium sites;1,009
Medium sites;1,058
Medium sites;1,19
Medium sites;0,441
Medium sites;0,716
Medium sites;0,19
Medium sites;1,078
Medium sites;1,023
Medium sites;1,84
Medium sites;1,946
Medium sites;0,163
Medium sites;0,114
Medium sites;0,124
Medium sites;0,361
Medium sites;0,099
Medium sites;3,535
Medium sites;3,507
Medium sites;3,26
Medium sites;2,978
Medium sites;2,65
Medium sites;2,45
Medium sites;1,974
Medium sites;2,197
Medium sites;2,285
Medium sites;2,365
Medium sites;2,616
Medium sites;3,329
Medium sites;0,387
Medium sites;0,358
Medium sites;0,259
Medium sites;0,337
Medium sites;0,564
Medium sites;0,607
Medium sites;1,579
Medium sites;1,668
Medium sites;1,311
Medium sites;2,689
Medium sites;1,903
Medium sites;2,002
Medium sites;2,526
Medium sites;2,087
Medium sites;1,606
Medium sites;1,778
Medium sites;2,835
Medium sites;2,867
Medium sites;1,818
Medium sites;2,08
Medium sites;2,648
Medium sites;2,463
Medium sites;2,912
Medium sites;2,638
